"행정구역별","유형별","항목","단위","2024 년",
"동대문구","매매","동(호)수[동(호)수]","동(호)수","3489",
"동대문구","매매","면적[천㎡]","천㎡","254",
"동대문구","판결","동(호)수[동(호)수]","동(호)수","54",
"동대문구","판결","면적[천㎡]","천㎡","5",
"동대문구","교환","동(호)수[동(호)수]","동(호)수","9",
"동대문구","교환","면적[천㎡]","천㎡","0",
"동대문구","증여","동(호)수[동(호)수]","동(호)수","743",
"동대문구","증여","면적[천㎡]","천㎡","35",
"동대문구","분양권","동(호)수[동(호)수]","동(호)수","0",
"동대문구","분양권","면적[천㎡]","천㎡","0",
"동대문구","분양권전매","동(호)수[동(호)수]","동(호)수","264",
"동대문구","분양권전매","면적[천㎡]","천㎡","18",
"동대문구","기타","동(호)수[동(호)수]","동(호)수","0",
"동대문구","기타","면적[천㎡]","천㎡","0",
"동대문구","기타소유권이전","동(호)수[동(호)수]","동(호)수","1745",
"동대문구","기타소유권이전","면적[천㎡]","천㎡","86",
"동대문구","주택유형","동(호)수[동(호)수]","동(호)수","6304",
"동대문구","주택유형","면적[천㎡]","천㎡","397",
"동대문구","단독주택","동(호)수[동(호)수]","동(호)수","340",
"동대문구","단독주택","면적[천㎡]","천㎡","45",
"동대문구","다가구주택","동(호)수[동(호)수]","동(호)수","130",
"동대문구","다가구주택","면적[천㎡]","천㎡","22",
"동대문구","다세대주택","동(호)수[동(호)수]","동(호)수","724",
"동대문구","다세대주택","면적[천㎡]","천㎡","28",
"동대문구","연립주택","동(호)수[동(호)수]","동(호)수","154",
"동대문구","연립주택","면적[천㎡]","천㎡","7",
"동대문구","아파트","동(호)수[동(호)수]","동(호)수","4956",
"동대문구","아파트","면적[천㎡]","천㎡","295",
"중랑구","매입자거주지","동(호)수[동(호)수]","동(호)수","4048",
"중랑구","매입자거주지","면적[천㎡]","천㎡","242",
"중랑구","관할 시군구내","동(호)수[동(호)수]","동(호)수","1829",
"중랑구","관할 시군구내","면적[천㎡]","천㎡","115",
"중랑구","관할 시도내","동(호)수[동(호)수]","동(호)수","1404",
"중랑구","관할 시도내","면적[천㎡]","천㎡","80",
"중랑구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"중랑구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"중랑구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","815",
"중랑구","관할 시도외 기타","면적[천㎡]","천㎡","46",
"중랑구","거래주체","동(호)수[동(호)수]","동(호)수","4048",
"중랑구","거래주체","면적[천㎡]","천㎡","242",
"중랑구","개인->개인","동(호)수[동(호)수]","동(호)수","3348",
"중랑구","개인->개인","면적[천㎡]","천㎡","211",
"중랑구","개인->법인","동(호)수[동(호)수]","동(호)수","57",
"중랑구","개인->법인","면적[천㎡]","천㎡","4",
"중랑구","개인->기타","동(호)수[동(호)수]","동(호)수","37",
"중랑구","개인->기타","면적[천㎡]","천㎡","2",
"중랑구","법인->개인","동(호)수[동(호)수]","동(호)수","283",
"중랑구","법인->개인","면적[천㎡]","천㎡","12",
"중랑구","법인->법인","동(호)수[동(호)수]","동(호)수","37",
"중랑구","법인->법인","면적[천㎡]","천㎡","1",
"중랑구","법인->기타","동(호)수[동(호)수]","동(호)수","282",
"중랑구","법인->기타","면적[천㎡]","천㎡","11",
"중랑구","기타->개인","동(호)수[동(호)수]","동(호)수","3",
"중랑구","기타->개인","면적[천㎡]","천㎡","0",
"중랑구","기타->법인","동(호)수[동(호)수]","동(호)수","1",
"중랑구","기타->법인","면적[천㎡]","천㎡","0",
"중랑구","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"중랑구","기타->기타","면적[천㎡]","천㎡","0",
"중랑구","거래규모","동(호)수[동(호)수]","동(호)수","4048",
"중랑구","거래규모","면적[천㎡]","천㎡","242",
"중랑구","20㎡이하","동(호)수[동(호)수]","동(호)수","191",
"중랑구","20㎡이하","면적[천㎡]","천㎡","3",
"중랑구","21~40㎡","동(호)수[동(호)수]","동(호)수","1115",
"중랑구","21~40㎡","면적[천㎡]","천㎡","34",
"중랑구","41~60㎡","동(호)수[동(호)수]","동(호)수","1507",
"중랑구","41~60㎡","면적[천㎡]","천㎡","78",
"중랑구","61~85㎡","동(호)수[동(호)수]","동(호)수","914",
"중랑구","61~85㎡","면적[천㎡]","천㎡","73",
"중랑구","86~100㎡","동(호)수[동(호)수]","동(호)수","15",
"중랑구","86~100㎡","면적[천㎡]","천㎡","1",
"중랑구","101~135㎡","동(호)수[동(호)수]","동(호)수","158",
"중랑구","101~135㎡","면적[천㎡]","천㎡","18",
"중랑구","136~165㎡","동(호)수[동(호)수]","동(호)수","39",
"중랑구","136~165㎡","면적[천㎡]","천㎡","6",
"중랑구","166~198㎡","동(호)수[동(호)수]","동(호)수","36",
"중랑구","166~198㎡","면적[천㎡]","천㎡","7",
"중랑구","198㎡초과","동(호)수[동(호)수]","동(호)수","73",
"중랑구","198㎡초과","면적[천㎡]","천㎡","21",
"중랑구","거래원인","동(호)수[동(호)수]","동(호)수","4048",
"중랑구","거래원인","면적[천㎡]","천㎡","242",
"중랑구","매매","동(호)수[동(호)수]","동(호)수","3420",
"중랑구","매매","면적[천㎡]","천㎡","208",
"중랑구","판결","동(호)수[동(호)수]","동(호)수","36",
"중랑구","판결","면적[천㎡]","천㎡","1",
"중랑구","교환","동(호)수[동(호)수]","동(호)수","3",
"중랑구","교환","면적[천㎡]","천㎡","0",
"중랑구","증여","동(호)수[동(호)수]","동(호)수","262",
"중랑구","증여","면적[천㎡]","천㎡","17",
"중랑구","분양권","동(호)수[동(호)수]","동(호)수","0",
"중랑구","분양권","면적[천㎡]","천㎡","0",
"중랑구","분양권전매","동(호)수[동(호)수]","동(호)수","33",
"중랑구","분양권전매","면적[천㎡]","천㎡","2",
"중랑구","기타","동(호)수[동(호)수]","동(호)수","0",
"중랑구","기타","면적[천㎡]","천㎡","0",
"중랑구","기타소유권이전","동(호)수[동(호)수]","동(호)수","294",
"중랑구","기타소유권이전","면적[천㎡]","천㎡","13",
"중랑구","주택유형","동(호)수[동(호)수]","동(호)수","4048",
"중랑구","주택유형","면적[천㎡]","천㎡","242",
"중랑구","단독주택","동(호)수[동(호)수]","동(호)수","122",
"중랑구","단독주택","면적[천㎡]","천㎡","19",
"중랑구","다가구주택","동(호)수[동(호)수]","동(호)수","97",
"중랑구","다가구주택","면적[천㎡]","천㎡","19",
"중랑구","다세대주택","동(호)수[동(호)수]","동(호)수","1997",
"중랑구","다세대주택","면적[천㎡]","천㎡","81",
"중랑구","연립주택","동(호)수[동(호)수]","동(호)수","98",
"중랑구","연립주택","면적[천㎡]","천㎡","5",
"중랑구","아파트","동(호)수[동(호)수]","동(호)수","1734",
"중랑구","아파트","면적[천㎡]","천㎡","118",
"성북구","매입자거주지","동(호)수[동(호)수]","동(호)수","7545",
"성북구","매입자거주지","면적[천㎡]","천㎡","522",
"성북구","관할 시군구내","동(호)수[동(호)수]","동(호)수","2745",
"성북구","관할 시군구내","면적[천㎡]","천㎡","199",
"성북구","관할 시도내","동(호)수[동(호)수]","동(호)수","3421",
"성북구","관할 시도내","면적[천㎡]","천㎡","233",
"성북구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"성북구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"성북구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","1379",
"성북구","관할 시도외 기타","면적[천㎡]","천㎡","90",
"성북구","거래주체","동(호)수[동(호)수]","동(호)수","7545",
"성북구","거래주체","면적[천㎡]","천㎡","522",
"성북구","개인->개인","동(호)수[동(호)수]","동(호)수","5030",
"성북구","개인->개인","면적[천㎡]","천㎡","350",
"성북구","개인->법인","동(호)수[동(호)수]","동(호)수","55",
"성북구","개인->법인","면적[천㎡]","천㎡","4",
"성북구","개인->기타","동(호)수[동(호)수]","동(호)수","80",
"성북구","개인->기타","면적[천㎡]","천㎡","4",
"성북구","법인->개인","동(호)수[동(호)수]","동(호)수","2053",
"성북구","법인->개인","면적[천㎡]","천㎡","146",
"성북구","법인->법인","동(호)수[동(호)수]","동(호)수","265",
"성북구","법인->법인","면적[천㎡]","천㎡","12",
"성북구","법인->기타","동(호)수[동(호)수]","동(호)수","40",
"성북구","법인->기타","면적[천㎡]","천㎡","2",
"성북구","기타->개인","동(호)수[동(호)수]","동(호)수","17",
"성북구","기타->개인","면적[천㎡]","천㎡","2",
"성북구","기타->법인","동(호)수[동(호)수]","동(호)수","4",
"성북구","기타->법인","면적[천㎡]","천㎡","2",
"성북구","기타->기타","동(호)수[동(호)수]","동(호)수","1",
"성북구","기타->기타","면적[천㎡]","천㎡","0",
"성북구","거래규모","동(호)수[동(호)수]","동(호)수","7545",
"성북구","거래규모","면적[천㎡]","천㎡","522",
"성북구","20㎡이하","동(호)수[동(호)수]","동(호)수","237",
"성북구","20㎡이하","면적[천㎡]","천㎡","3",
"성북구","21~40㎡","동(호)수[동(호)수]","동(호)수","908",
"성북구","21~40㎡","면적[천㎡]","천㎡","29",
"성북구","41~60㎡","동(호)수[동(호)수]","동(호)수","3225",
"성북구","41~60㎡","면적[천㎡]","천㎡","181",
"성북구","61~85㎡","동(호)수[동(호)수]","동(호)수","2512",
"성북구","61~85㎡","면적[천㎡]","천㎡","208",
"성북구","86~100㎡","동(호)수[동(호)수]","동(호)수","34",
"성북구","86~100㎡","면적[천㎡]","천㎡","3",
"성북구","101~135㎡","동(호)수[동(호)수]","동(호)수","422",
"성북구","101~135㎡","면적[천㎡]","천㎡","49",
"성북구","136~165㎡","동(호)수[동(호)수]","동(호)수","64",
"성북구","136~165㎡","면적[천㎡]","천㎡","10",
"성북구","166~198㎡","동(호)수[동(호)수]","동(호)수","38",
"성북구","166~198㎡","면적[천㎡]","천㎡","7",
"성북구","198㎡초과","동(호)수[동(호)수]","동(호)수","105",
"성북구","198㎡초과","면적[천㎡]","천㎡","33",
"성북구","거래원인","동(호)수[동(호)수]","동(호)수","7545",
"성북구","거래원인","면적[천㎡]","천㎡","522",
"성북구","매매","동(호)수[동(호)수]","동(호)수","4455",
"성북구","매매","면적[천㎡]","천㎡","326",
"성북구","판결","동(호)수[동(호)수]","동(호)수","43",
"성북구","판결","면적[천㎡]","천㎡","3",
"성북구","교환","동(호)수[동(호)수]","동(호)수","0",
"성북구","교환","면적[천㎡]","천㎡","0",
"성북구","증여","동(호)수[동(호)수]","동(호)수","624",
"성북구","증여","면적[천㎡]","천㎡","32",
"성북구","분양권","동(호)수[동(호)수]","동(호)수","0",
"성북구","분양권","면적[천㎡]","천㎡","0",
"성북구","분양권전매","동(호)수[동(호)수]","동(호)수","33",
"성북구","분양권전매","면적[천㎡]","천㎡","2",
"성북구","기타","동(호)수[동(호)수]","동(호)수","0",
"성북구","기타","면적[천㎡]","천㎡","0",
"성북구","기타소유권이전","동(호)수[동(호)수]","동(호)수","2390",
"성북구","기타소유권이전","면적[천㎡]","천㎡","160",
"성북구","주택유형","동(호)수[동(호)수]","동(호)수","7545",
"성북구","주택유형","면적[천㎡]","천㎡","522",
"성북구","단독주택","동(호)수[동(호)수]","동(호)수","354",
"성북구","단독주택","면적[천㎡]","천㎡","40",
"성북구","다가구주택","동(호)수[동(호)수]","동(호)수","101",
"성북구","다가구주택","면적[천㎡]","천㎡","20",
"성북구","다세대주택","동(호)수[동(호)수]","동(호)수","1136",
"성북구","다세대주택","면적[천㎡]","천㎡","48",
"성북구","연립주택","동(호)수[동(호)수]","동(호)수","170",
"성북구","연립주택","면적[천㎡]","천㎡","11",
"성북구","아파트","동(호)수[동(호)수]","동(호)수","5784",
"성북구","아파트","면적[천㎡]","천㎡","403",
"강북구","매입자거주지","동(호)수[동(호)수]","동(호)수","3216",
"강북구","매입자거주지","면적[천㎡]","천㎡","196",
"강북구","관할 시군구내","동(호)수[동(호)수]","동(호)수","1398",
"강북구","관할 시군구내","면적[천㎡]","천㎡","87",
"강북구","관할 시도내","동(호)수[동(호)수]","동(호)수","1248",
"강북구","관할 시도내","면적[천㎡]","천㎡","75",
"강북구","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","0",
"강북구","관할 시도외 서울","면적[천㎡]","천㎡","0",
"강북구","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","570",
"강북구","관할 시도외 기타","면적[천㎡]","천㎡","34",
"강북구","거래주체","동(호)수[동(호)수]","동(호)수","3216",
"강북구","거래주체","면적[천㎡]","천㎡","196",
"강북구","개인->개인","동(호)수[동(호)수]","동(호)수","2681",
"강북구","개인->개인","면적[천㎡]","천㎡","166",
"강북구","개인->법인","동(호)수[동(호)수]","동(호)수","52",
"강북구","개인->법인","면적[천㎡]","천㎡","5",
"강북구","개인->기타","동(호)수[동(호)수]","동(호)수","32",
"강북구","개인->기타","면적[천㎡]","천㎡","4",
"강북구","법인->개인","동(호)수[동(호)수]","동(호)수","243",
"강북구","법인->개인","면적[천㎡]","천㎡","13",
"강북구","법인->법인","동(호)수[동(호)수]","동(호)수","62",
"강북구","법인->법인","면적[천㎡]","천㎡","2",
"강북구","법인->기타","동(호)수[동(호)수]","동(호)수","135",
"강북구","법인->기타","면적[천㎡]","천㎡","5",
"강북구","기타->개인","동(호)수[동(호)수]","동(호)수","9",
"강북구","기타->개인","면적[천㎡]","천㎡","0",
"강북구","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"강북구","기타->법인","면적[천㎡]","천㎡","0",
